Created_at,Place,User,Text
2021-11-11 18:35:15+00:00,,Maximilien,@RajaBil60786786 @manpreet580 @vikrantgupta73 sad that pakistan chocked!!  just can say one thing better luck 2022 lets meet again #indvspak 👍
2021-11-11 18:34:55+00:00,,Ashish Tripathi,@ippatel Yes when in  #IndvsPak it was victory of Islam then #PAKVSAUS is definitely Loss of Islam
2021-11-11 18:34:46+00:00,,عبدالکریم,"I still laugh at that uncle who said ""Pak ki jeet, Islam ki jeet hai"" during IndvsPak match, just wanted to ask him, toh aaj kya hai?"
2021-11-11 18:33:29+00:00,,Ashish,"@SushantNMehta One thing i hate to see that #SaniaMirza didn't cheer for India against Kiwis, Afghanistan, Namibia and Scotland. 
@MirzaSania
 should not be allowed to represent India in any major tournament. I understand your dilemma in #indvsPak, par baaki matches main kya ho gaya tha?"
2021-11-11 18:33:16+00:00,,Ashish,"@bhogleharsha One thing i hate to see that #SaniaMirza didn't cheer for India against Kiwis, Afghanistan, Namibia and Scotland. 
@MirzaSania
 should not be allowed to represent India in any major tournament. I understand your dilemma in #indvsPak, par baaki matches main kya ho gaya tha?"
2021-11-11 18:32:56+00:00,,Krish⚡,"I'm always Up for a Fun Banter nd ""IndvsPak"" game is always exciting.
As 2 bad games can't decide What #Ind has achieved over the years ✨ 
1 bad game can't take away the Fact that how good #Pak team has been this World cup 🙌"
2021-11-11 18:32:38+00:00,,Rehan Ansari,"Picture of the #T20WorldCup21 so far! 
#CricketWins #indvspak #PAKVSAUS https://t.co/kT5fouwnME"
2021-11-11 18:32:30+00:00,,Ashish,"One thing i hate to see that #SaniaMirza didn't cheer for India against Kiwis, Afghanistan, Namibia and Scotland. @MirzaSania should not be allowed to represent India in any major tournament. I understand your dilemma in #indvsPak, par baaki matches main kya ho gaya tha?"
2021-11-11 18:30:52+00:00,,deepak jothi,#INDIA12PAKISTAN1 India leads the race and Pakistan finding ways to not miss drop catches #indvspak #IndiaVsPak #maukamauka #icc #T20WorldCup #AUSvPAK #india #bcci #indiancricket #Australia
2021-11-11 18:30:15+00:00,,Sufiyan Khadeer,"Hope is a mistake!! 

They should probably rewatch IndvsPak if it helps them sleep better.

#PAKVSAUS"
2021-11-11 18:27:43+00:00,,Ruchika Talwar,"@HarounRashid2 Sir it’s the #IndvsPak of our region! No yawn by any measure here. We’re firing up the barbie and chilling our beers, mate! #AusVsNZ 😂"
2021-11-11 18:26:56+00:00,,වි රා ජ්,"@ThePapareSports A much more interesting thing is not a match, reading the twitter battle of #IndvsPak fans. ☺️"
2021-11-11 18:26:50+00:00,,Harsh Yadav,"#maukamaukaSoon social media to be flodded by such pictures - Broken TV sets!

#MauKaMauka

#Pakistan looses yet again to #TeamIndia in the World Cup

 #INDvsPAK #PAKVSAUS https://t.co/UckxKdeqfU https://t.co/5uVpuLWuUV"
2021-11-11 18:24:44+00:00,,शर्मा जी🇮🇳,"Who has lost today ? Islam? @ShkhRasheed ?
keep religion out of the game from next time! 
Anyways See You Guy’s Next Year!
 #PAKVSAUS #Pakistan #indvspak https://t.co/HtRDjg4jt7"
2021-11-11 18:24:35+00:00,,🇮🇳Shivani 🚩,"How’s the Josh beta! 🤲🏻 
#PKMKB #indvspak https://t.co/1ljqGtxWk3"
2021-11-11 18:24:04+00:00,,Vijendra Singh,"@jatinarora09 @babarazam258 @shoaib100mph @MaleehaHashmey I am happy and will never feel sorry for the country and their countrymen who continuously support terrorism. Please rewind the award ceremony bite of Babbar Azam in #INDvsPak match , if cricket is just sport then he should not bring his religion"
2021-11-11 18:23:15+00:00,,Soma Jashu 💖🙃,"@shubhankrmishra @ShkhRasheed Exactly, religion n game r two different things
Games shud b played with sporting spirit n not for sake of religion
Next year #indvspak"
2021-11-11 18:23:01+00:00,,Qais Shaikh Wazir,"@shoaib100mph 6/5 appreciated #TeamPakistan 
&amp; WeFight WithAustralia in #SemiFinal NotLike #India Alhumdulillah.Every1 knows #Australia WasIn pressure
MOREVER,BEAT INDIA THAT'S GOOD ENOUGH 4 US 👍👍
&amp;
SPECIALLY 10 WICKETS KA SOLID TARKA 😍😍
#MaukaMauka 
#ponkaponkaindia 
#PakVsInd 
#IndVsPak https://t.co/X7UQUlIfgk"
2021-11-11 18:22:09+00:00,,Jahan,"Indians be like  now 😅😅
#PAKvAUS 
#ICCT20WorldCup 
#IndVsPak https://t.co/qJ2PU07ey7"
2021-11-11 18:21:28+00:00,,Abhishek Chauhan,"Who has lost today ? Islam? @ShkhRasheed ?
keep religion out of the game from next time! 
Anyways See You Guy’s Next Year!
 #PAKVSAUS #Pakistan #indvspak https://t.co/LnmJU7W0kt"
2021-11-11 18:20:54+00:00,,Raghevendra Rajput,"@Tehreem56804936 @_IrfanHaider_ But we all know 
""I tried so far but in the end it doesn't even matter""
Hope INDvsPAK final in 2022 World Cup.
#peace"
2021-11-11 18:20:08+00:00,,Shubhankar Mishra,"Who has lost today ? Islam? @ShkhRasheed ?
keep religion out of the game from next time! 
Anyways See You Guy’s Next Year!
 #PAKVSAUS #Pakistan #indvspak https://t.co/uSnyVD1QTb"
2021-11-11 18:18:34+00:00,,rajansibal,@warikoo @wariCrew Umm. You might be watching PakVsAus something different from your standard routine. Kyuki the match is was more exciting than IndvsPak
2021-11-11 18:17:47+00:00,,Azeem Majeed,"India can finally sleep tonight.

#Pakistan #IndVsPak #T20WorldCup21 #Cricket  #AUSvsPAK"
2021-11-11 18:17:31+00:00,,ٹویٹر کا سپریم لیڈر,"Hamara world cup wahi tha 
The first match indvspak and wo hum jeet gaye 

#PAKvAUS"
2021-11-11 18:16:45+00:00,,DIVYANSHU,"Those 3 balls of @iShaheenAfridi  #indvspak 
and these 3 balls of @iShaheenAfridi  #PAKVSAUS ....
What goes around.... comes around 🤞🏻🤞🏻
@cricbuzz @bhogleharsha @virendersehwag @gauravkapur @cricketaakash"
2021-11-11 18:16:20+00:00,,Nitin Srivastava,"Picture of the #T20WorldCup21 so far! 
#CricketWins #indvspak #PAKVSAUS https://t.co/WvDE3rCGfv"
2021-11-11 18:14:26+00:00,,GAURAV SINGH,"@IsbUnited This is the right time to understand win and loss is the part of the game ....
In IndvsPak u all the Pakistani were trolling the team"
2021-11-11 18:14:11+00:00,,Mithun Acharya,"These Back shot 😂
#PAKVSAUS in 2021 WCT20
#INDVSPAK in 2007 WCT20 https://t.co/PQobyQZozw"
2021-11-11 18:13:59+00:00,,Vedant,"Pakistani fans again trying to troll india for #INDvsPAK  after today's match 
#AUSvPAK https://t.co/sRkm8YNmLp"
2021-11-11 18:13:06+00:00,,Prashant jain,"@Jimanrsd Sorry, I didnt mean to hurt you. 
Pakistan team really played well but some pak supporter are very toxic. They showed their toxic ness in INDvsPak match."
2021-11-11 18:12:55+00:00,,Rutvik,"Win the toss win the match! The story of 2021 T20I World Cup! #T20WorldCup21 #NZvsAUS #final 
Imagine if India won the toss against Pakistan! #IndVsPak"
2021-11-11 18:12:37+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='30834797bcd5167d', url='https://api.twitter.com/1.1/geo/id/30834797bcd5167d.json', place_type='city', name='Baleshwar', full_name='Baleshwar, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[86.357495, 21.06091], [87.490202, 21.06091], [87.490202, 21.977919], [86.357495, 21.977919]]]), attributes={})",jibanjyoti 🇮🇳 ⁴⁵,"ItsNot #AUSvPAK Today Its #indvspak Match Today and #India Wins The Match 
Thank u @CricketAus 
#T20WorldCup21"
2021-11-11 18:11:40+00:00,,.,"no hate to team pakistan, they played really well.💚 but those fans and pak celebs who trolled indian team (even for matches other than indvspak) deserve this lol 😴"
2021-11-11 18:11:30+00:00,,Rajkumar,"Soon social media to be flodded by such pictures - Broken TV sets!

#MauKaMauka

#Pakistan looses yet again 

 #INDvsPAK #PAKVSAUS https://t.co/dxZASwEX0X"
2021-11-11 18:08:44+00:00,,Rajesh A,"The good thing about this year #T20WorldCup is both India and Pakistan broke their records.
India lost to Pakistan in a WC Match
Babar Azam lost in the UAE..
Until the next one
#IndVsPak #PakVsAus"
2021-11-11 18:08:19+00:00,,Santosh Singh,@AMISHDEVGAN INDvsPAK Islam Won then Who lost today???
2021-11-11 18:07:01+00:00,,Ananthu,"#T20WorldCup21 #Pakistan campaign started with the best over #INDvsPAK for #shaheenafridi ended with the worst over by him #PAKVSAUS 

#Cricket is a great leveler https://t.co/TYcvcbBglO"
2021-11-11 18:04:20+00:00,,S A N D E E P,"@bhogleharsha Simple close your eyes..😂😂
Like you have closed after #indvspak match when firecrackers are bursting.."
2021-11-11 18:03:51+00:00,,Syed Saad Ali,Yeh Match Har K Bhe Jeet Gaye Asal World-cup India Ny He Jita Dia Tha 😍#T20WorldCup21 #IndVsPak https://t.co/gnXl9QJikE
2021-11-11 18:03:28+00:00,,Manmohan,"Congratulations! Australia.

#India #indvspak #ICCT20WorldCup2021 #Cricket #T20WorldCup21 #Pakistan #PakistanvsAustralia #PAKVSAUS #Australia 
@fawadchaudhry @ShkhRasheed https://t.co/SLPL5k5IWF"
2021-11-11 18:02:51+00:00,,Shuaib Rehmanⓜ,"Again very well-played Team Pakistan 🇵🇰
#AUSvsPAK #IndVsPak #T20WorldCup2021 #PakistanZindabad https://t.co/Gl6yJ4As4o"
2021-11-11 18:02:18+00:00,,Ananthu,"@m1sandr1st Pakistan campaign started with the best over #INDvsPAK for shaheenafridi ended with the worst over by him 
Cricket is a great leveler"
2021-11-11 18:02:06+00:00,,Chirag Choudhary,"Aus vs NZ... its a IND vs PAK in the parallel universe

#AusVsNZ
#T20WorldCup 
#indvspak"
2021-11-11 18:01:55+00:00,,आत्मनिर्भर Senior Inspector Daya,"Real #INDvsPAK happened only today, with a changed team name.

#PAKvsAUS"
2021-11-11 18:01:27+00:00,,Balvinder Singh Gambhir,@shoaib100mph Even for us bhai jaan in the 1st match of #indvspak
2021-11-11 18:01:21+00:00,,Shamsi (MSH),campaign started with the best over #INDvsPAK for #shaheenafridi ended with the worst over by him #PAKVSAUS 😂😂 https://t.co/o9wEFlWlrD
2021-11-11 17:59:42+00:00,,fermented sarcasm,"me to those who were bursting crackers after #indvspak now.
#AUSvPAK https://t.co/EOaDsAPFmn"
2021-11-11 17:59:15+00:00,,RAVI,"""Bye Bye"" #Pakistan
Now that is over see you soon... Next year with same Team in #indvspak
Again #PAKVSAUS"
2021-11-11 17:58:58+00:00,,Vansh Srivastava,"Soon social media to be flodded by such pictures - Broken TV sets!

#MauKaMauka

#Pakistan looses yet again to #TeamIndia in the World Cup

 #INDvsPAK #PAKVSAUS https://t.co/8uJfzBnMs1"
2021-11-11 17:58:42+00:00,,Sharon Solomon,"#INDvPAK was over hyped. Real #INDvsPAK happened only today, with a changed team name.

#PAKvAUS #PAKvsAUS #T20WorldCup #SemiFinal"
2021-11-11 17:58:33+00:00,,SportsFlashes,"#T20WorldCup21 #Pakistan campaign started with the best over #INDvsPAK for #shaheenafridi ended with the worst over by him #PAKVSAUS 

#Cricket is a great leveler 

#NZvsAUS https://t.co/pVUqdbBnXf"
2021-11-11 17:57:25+00:00,,RAHUL ARORA🔥,"@HamnaShaheer Man ur team is 🔥 now. 
I think we have have to work harder to beat u next time. 

#IndVsPak
#T20Wc2022 in #Aus"
2021-11-11 17:57:02+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='b850c1bfd38f30e0', url='https://api.twitter.com/1.1/geo/id/b850c1bfd38f30e0.json', place_type='country', name='India', full_name='India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[67.997691, 6.622513], [97.170672, 6.622513], [97.170672, 37.07827], [67.997691, 37.07827]]]), attributes={})",Kunal,"Un-used firecrackers from #indvspak match were finally bursted.

#PAKVSAUS #ICCT20WorldCup2021"
2021-11-11 17:56:35+00:00,,Shoaib💜,"Pakistani fans right now 🌚

#indvspak https://t.co/XfgNNZKFGg"
2021-11-11 17:56:20+00:00,,wania ali,Khair hai #IndVsPak k highlights dekhlo 🙃 #SemiFinal
2021-11-11 17:56:04+00:00,,Nitish Kumar Singh,"Islam haar gya.....

      ~Not me..... it's #Pakistan Minister's statement(just applied since and hence rule of his statement post IndvsPak match)

We'll played #Australia 

#AUSvPAK #PAKVSAUS #SemiFinals #T20WorldCup21 #"
2021-11-11 17:55:56+00:00,,RITU$HREE 🦋,@Sachi_here Today's crackers feels like an answer to those who did the chutiyappa after IndvsPak game.Served them pretty well.
2021-11-11 17:55:05+00:00,,Manoj Nahata,"What a coincidence with @iShaheenAfridi 

Opening match with India #indvspak first 3 Batsman's 3 wickets begged 

Last match with Australia #AUSvPAK  last 3 balls of his over 3 sixes hit by wade."
2021-11-11 17:54:52+00:00,,Siddharth K,"If I don't get #indvspak finals... I will take #AusVsNZ finals. 

Two amazing semi-finals..
#PAKVSAUS #ENGvsNZ
#T20WorldCup"
2021-11-11 17:54:50+00:00,,داوود 🇦🇫,"Mr. @ShkhRasheed , Pak’s victory against #India was #Islam’s victory over Kufr &amp; Infidels, how does ur excellency interpret this?
Who’s victory against who? 

#ICCT20WorldCup 
#PAKvAUS 
#IndVsPak"
2021-11-11 17:54:19+00:00,,𝙨𝙝𝙞𝙡𝙯𝙯𝙯,mfs saved the crackers from the indvspak match to put them into use today ffs jaley pe namak na chhidko 😭
2021-11-11 17:54:17+00:00,,Hemant🇮🇳🇮🇳,"Few days ago #ShaheenShahAfridi was making fun of Indian batters 
And now : 6,6,6 🤣 

#Karma 

#Pakistan #PAKVSAUS #indvspak #T20WorldCup #Cricket #India #Australia https://t.co/QeXsqjJUSD"
2021-11-11 17:53:20+00:00,,Sabin B S,"@shoaib100mph Come on !! We can play #indvspak final at #Dubai airport ,😂😂😂 #PAKVSAUS #AUSvPAK #SemiFinals #T20WorldCup"
2021-11-11 17:52:54+00:00,,Hamza Afzal 🇵🇸🇵🇰,"Flu...Burning eyes.. Still used 2 screens... Study apart 
Dukh to hua hai par Maza aya
Proud of #TeamPakistan 
#IndVsPak"
2021-11-11 17:52:40+00:00,,Hasnain Ahmed Kobatte,"Thank you Australia for your help😄😄,Really Appreciate it!!
And By the way matthew wade Your IPL contract is ready😉😉😁
 #WorldT20 #T20WorldCup   #DavidWarner #india   #indvspak #Cricket #revenge #Australia   #PAKVSAUS #T20WorldCup #Wade #Aussies #Pakistan https://t.co/LHe28PbNuL"
2021-11-11 17:51:29+00:00,,Vamshi Shankar - SankaRayana,So it started between Two Neighbours #indvspak and is going to end between the other neighbours #AusVsNZ
2021-11-11 17:50:40+00:00,,JB,"@Bachkay Yehi? NO
#IndVsPak tha"
2021-11-11 17:50:00+00:00,,Sahid_Ali,"Australia beat Pakistan by 5 wickets
Some over confident pakistani and trolling india for a lose. Now there mouth are shout up totally.
Well played australia
#PAKVSAUS 
#Pakistan  #ENGvsNZ 
#indiancricket 
#indvspak"
2021-11-11 17:49:29+00:00,,Sai,"2015 odi wc 🇮🇳 
2021 t20 wc 🇵🇰 

Winning all group matches 🤝

Losing knockout to Australia 

Final 

New Zealand vs Australia in both world cups

😳 #IndVsPak #fixed #hasanali #ICCT20WorldCup #PAKvAUS #pak #ind #aus"
2021-11-11 17:49:29+00:00,,Divyansh 🚩,"Shaheen Shah afridi reminding how he got tonked for three in a row 🥱

#T20WorldCup #PAKVSAUS #indvspak https://t.co/sSoy4hqjiY"
2021-11-11 17:49:16+00:00,,Rutu,"Next day when india lost the match , my pakistani colleagues distributed sweets. Tomorrow is my turn.

#AUSvsPAK #IndVsPak"
2021-11-11 17:48:50+00:00,,Sunny Kathuria,"Rivalries amongst neighbours is always fun. Chalo #indvspak nahin toh #AusVsNZ hi sahi
Well done @CricketAus and @BLACKCAPS"
2021-11-11 17:48:41+00:00,,Kamna,glad we won't be seeing any memes on Australia as we did during IndvsPak https://t.co/M7dSoXtz2H
2021-11-11 17:48:30+00:00,,💫Shefu💫,"This Pakistani team is somethng to look frwrd to..
Itz high tym #IndVsPak series should start happening❤❤
@BCCI @ICC"
2021-11-11 17:47:52+00:00,,Kailash Hemnani,Game started and ended — all with Shaheen Shah Afridi’s Over  !!#PakistanvsAustralia #IndVsPak
2021-11-11 17:47:38+00:00,,Vinay Gamit,@GabbbarSingh Now they can break the tvs they saved for #indvspak 😁😊
2021-11-11 17:47:06+00:00,,Sana ka baby,@MRYJ1418 Except few who bursted crackers on  #indvspak
2021-11-11 17:46:35+00:00,,कार्तिकेय त्रिपाठी 🇮🇳,searching for the people who talked about power of Namaz  during #IndvsPak . Does NAMAZ only work against India 😂😂😂😂😂 #PAKVSAUS
2021-11-11 17:46:03+00:00,,Priyanshu Bhardwaj,"Indian fans knows what it's like when your team exits . 
Please don't fight with Pakistani fans 
Humble request to all the Indians . 
#PAKVSAUS #DavidWarner #stoinis #AUSvPAK #indvspak #ind #pak #aus #NZ #INDvsNZ #indiancricket"
2021-11-11 17:45:32+00:00,,🇮🇳Lucky Rangra🇮🇳,*Thank you Hasan Ali. You will be remembered... #PKMKB #IndiaVsPak #PAKVSAUS #indvspak
2021-11-11 17:44:48+00:00,,fighter...😊,"India and Australia are good friends so fireworks started in India...
ફોડો હવે દારૂખાનું
#indvspak

#AUSvPAK"
2021-11-11 17:43:51+00:00,,عقيب,"LITERALLY, IT’S THE HAPPIEST DAY OF MY LIFE. 🥰🥰😍😍😍❤️❤️❤️

#indvspak"
2021-11-11 17:43:46+00:00,,single and looking,"1st break 2020
2nd heart break #indvspak
3rd heart break #PAKVSAUS"
2021-11-11 17:43:38+00:00,,Syed Naved,"@TheRealPCB feel lucky that you have won Toss in group stage. 
Feel India's pain when we lost two consecutive toss.

#indvspak #PAKVSAUS #T20WorldCup21 #Karma"
2021-11-11 17:43:30+00:00,,𝖗𝖆𝖒𝖉𝖔𝖒𝖓𝖊𝖘𝖘,"Catches win matches… and this match proved it .. #AUSvPAK . 
Instead of a #indvspak we get a #T20WorldCup21 final of two other neighbours #NZvsAus"
2021-11-11 17:43:09+00:00,,Priyanshu Anand sinha,"India doing pakistan and Pakistan doing India in this T20 Vc
#indvspak"
2021-11-11 17:32:06+00:00,,Bhavik Makwana,"Can't understand why #fixed is trending. @davidwarner31 may not know that he nicked it or not. Just like @imVkohli in #IndVsPak 2019 #ODI world cup. I think we should not bring fixing here for no reason.
#SemiFinals https://t.co/33288H1tgt"
2021-11-11 17:20:36+00:00,,Ashwini Singh,"It's high time, we need INDvsPAK series that too in UAE. Sport has it's own place and rivalry should continue.
@ICC @TheRealPCB @BCCI @SGanguly99 @virendersehwag @wasimakramlive @shoaib100mph"
2021-11-11 17:14:24+00:00,,Srinivas Manooru 🇮🇳 శ్రీనివాస్ మణూరు 🇮🇳,"Looks like today's match will be the most watched match, than it was for #INDvsPAK.
#PAKvsAUS"
2021-11-11 17:06:25+00:00,,yuvika (virat's version),"Not the first time when Mo Rizwan fake appealed for a catch. He did the same with Risabh Pant too in the #Indvspak match on 24th but his lie was caught after Pant took the review.

Cheater Rizwan!
Warner was not out! 

#Cricket #PAKvsAUS"
2021-11-11 17:00:58+00:00,,Randhir,#ICCT20WorldCup2021 seems like you guys already decided the winner in start of tournament. 2 crucial mistakes  #IndVsPak and #AUSvsPAK and both time same green team is lucky 👏. Keep it up!!
2021-11-11 16:58:40+00:00,,Kulsum🇵🇸,"Shadab will always remind me of ""pad per lagi hai""
Beautiful memories
#IndvsPak
#PakvsAus"
2021-11-11 16:58:00+00:00,,Adi,"@sumeetmish Last time pakistan got a wicket without being a wicket they lost. 

#IndVsPak #wc19"
2021-11-11 16:57:13+00:00,,SACHIN CHOUDHARY,"@cricketcomau This is ridiculous umpiring
Same been in indvspak match 
What is this happening @icc 
Did @TheRealPCB denied to take your donations ?
#ausvspak #pakistan #davidwarner #badla #T20WorldCup"
2021-11-11 16:43:17+00:00,,Jokes on a Plane,"Just saw @MirzaSania clapping for that Aussie wicket. She said if it's #IndVsPak, she supports India otherwise her husband's team :) #AUSvsPAK #T20WorldCup"
2021-11-11 16:09:15+00:00,,MirTouseef,@ESPNcricinfo Nearly a repeat of indvspak
2021-11-11 16:02:40+00:00,,Sumit Saurav,"Don't replay #indvspak video clips .. it's hurts more than brakeup #Ausvspak
@cricketaakash
@BCCI
@gautamgambhir97
@StarSportsIndia"
2021-11-11 15:40:07+00:00,,Sheikh Abdul ulluk khada lodu,"I think as the first match ( used to be played at 3:30)wasn't played so there was no dew factor hence the ball didn't turn that much as it turned in indvspak , pak was lucky yet again
#SemiFinals 
#PAKvAUS 
#ICCT20WorldCup"
2021-11-11 15:31:33+00:00,,ChetanChaitu🔔,"Edem confidence ra ayya...🏏🤙
@iMRizwanPak ...🔥🦁
@FakharZamanLive ...🏏🙏 
I still remember 2017 
champions trophy...😥 #INDvsPAK 
#PAKVSAUS #Pak #AUSvsPAK 
#Aus https://t.co/NpbBktcbqD"
2021-11-11 15:07:52+00:00,,Shashikant Behera,@BCCI #IndianCricketTeam This is the same pitch and same conditions but we can clearly see the difference- the #intent that we lacked for the 2 matches. Got to admit @TheRealPCB has played some great cricket and we just blamed the wicket #T20WorldCup #PAKVSAUS #indvspak #indvsnz
2021-11-11 14:33:10+00:00,,jagadish kota,"Watching #indvspak  match rewind.
#indvsaus."
2021-11-11 12:43:21+00:00,,Karthik Subramanian,"@Keerthi_ Oh yes! 🙌 Sport needs rivalries for the fans to tune in. And, #IndVsPak is also fueled by events happening off the pitch. So, it is like getting the better of the other and settling the score until the next game."
2021-11-11 12:37:09+00:00,,Vikram Sathaye,Something I learnt about the importance of #Journalism thanks to the #IndvsPak game in the #T20WorldCup #Cricket #Lessons https://t.co/tPTdknNGzI
2021-11-11 12:27:15+00:00,,Cricfolks | Cricket Updates 🏏,"Shoaib Akhtar in conversation with Harbhajan Singh - 
Here is what they talked👇😍

#ShoaibAkhtar #HarbhajanSingh #PakvsInd #IndvsPak #Pakistan #India #PakvsAus #NewZealand #Babar #Cricket #T20Worldcup
https://t.co/csnJjw5WEC"
2021-11-11 12:25:13+00:00,,Keerthi siva murugan,@Karthik0102 True! But rivalries do make the matches more spicy. I really hope this face off eventually grows into something massive like IndVsPak or EngVsAus in the Ashes!
2021-11-11 11:26:35+00:00,,AK,"@ICC #Australia 

#indvspak final would have been a boon to Sponsorers but now #AusVsNZ would be a compensation.."
2021-11-11 10:27:45+00:00,,Faysal Bank Limited,"Seeking His blessings…Champions InshaAllah.

#Faysalislami #Faysalbank  #FaysalIslamiTezTareen #TezTareen #T20WorldCup #ICC #Cricket #IndvsPak #NZvsPak #Bowling #ShaheenShahAfridi #SayaCorporation https://t.co/NC2ZQZY5vw"
2021-11-11 09:02:21+00:00,,Abhishek Redz,@Nostalgicc_A Even in the states when there is important cricket match like worldcup finals or Indvspak. Offices  let us leave and desi stores are closed lol
2021-11-11 07:30:04+00:00,,Rifaz,"@real_khabri_1 @ColorsTV @EndemolShineIND @viacom18 I'm giving an example of how works the editing teams are, 

They put all the activities done by salman khan on Sunday ( the same day indvspak  match) 
And put guest and normal activities on Saturday. 

They are dumb.  They should have put interesting things on Saturday"
2021-11-11 05:49:20+00:00,,Sohaib,@virendersehwag Best game of the tournament was still #IndVsPak
2021-11-11 05:12:20+00:00,,Viresh,@VishnChipz @cricbuzz @aayushputhran I agree with you mate ..they are obsessed about indvspak event ..
2021-11-11 03:50:45+00:00,,Karthik Subramanian,"@Keerthi_ Yes, could be, but not as historic as #IndvsPak. Their rivalry goes back to the days when Javed Miandiad hit Chetan Sharma for a six in the last ball at Sharjah in '86. Can't forget that agony. They bossed us in Sharjah for many years. #EngvsNZ is still nascent."
2021-11-11 03:36:05+00:00,,OTK SQUADO,Trust Nobody (Official Audio) https://t.co/XFrX9EZkh4 via @YouTube #Video #QuienEsLaMascara #RACA #TheMaskedSinger ##IndVsPak #OleOut #PlayToEarn #AldiAmazingChristmas #YouTubeShorts #GossipGirl #JamesonDistillerySA #KyleRittenhouse
2021-11-11 03:21:44+00:00,,Muhammad Nouman,"No Captions Needed 😂😂
#PAKvAUS #IndVsPak 
#T20WorldCup #TwitterBlue https://t.co/szYL3kDnZc"
2021-11-11 01:16:02+00:00,,bhishm,"Sorry mate
@MichaelVaughan 
It's not always the strongest team Wins 🏆💪!!!!! 
Sometimes the cake is taken by lesser 🐕 dogs. 
#Indvspak 
#ENGvsNZ 
#OnOn"
2021-11-10 22:26:41+00:00,,Sandeep Chauhan,"@MirzaSania 
answer honestly.. and do answer.. which team u were supporting between India n pak during the match #indvspak
do answer..."
2021-11-10 19:43:11+00:00,,Sher Afghan,Setbacks for @ICC as “bigger dogs “ are leaving before the final #NZvENG #IndVsPak #Cricket
2021-11-10 19:35:37+00:00,,Syed Hammad Ali,"NZ into the finals
Support | Share:
https://t.co/qntYof2H2C
https://t.co/joSM7M7ml2
#NewZealand #ENGLAND #Cricket #Final  #india #IndvsPak #BabarAzam #Rizwan #Afridi #Pakistan #design #world #Afghanistan #T20WorldCup https://t.co/uMrw1YAMH8"
2021-11-10 19:34:47+00:00,,Samakhya Dash,@DrAmritDash Good though. It couldn't become #INDvsPAK  so some subcontinent has to own it. Cute animals a marsupial &amp; a flightless bird .
2021-11-10 19:02:16+00:00,,DR Suraj bhardwaj,"#ENGvsNZ
#StarSports
From next time plz give same footage to #ENGvsNZ  match as #indvspak ."
2021-11-10 18:35:21+00:00,,Tribune Today,"Police have arrested a man named Ram Negish from Hyderabad.

#Virat #ViratKohli #viratkohli #Anushka #anushkasharma #anushka #IndvsPak #indvspak #indvspak2021 #WCT20 #WCT2021 #wct20squad2021 #T20WC2021 #t20wc2021 #t20wc21 #uaewct20 #kholidaughter https://t.co/zVBoEW6WyQ"
2021-11-10 18:27:20+00:00,,Abdul Rehman khan,"I warned @KP24 about his proud words and thats what happened to his team tonight. Tough luck mate and don't talk like Indians again plz. Just like they did before IndvsPak match.
#ENGvsNZ #ICCT20WorldCup2021 https://t.co/Iqf848ofxE"
2021-11-10 17:45:57+00:00,,Bhai Hu Yrrr,@virendersehwag I thought indvspak was best
2021-11-10 17:45:11+00:00,,Sheikh Abdul Manan 🇵🇰,"Is World Cup mn matches km or revenges zyada khely ja rhy hain 😂😂

#IndVsPak History changer
#PAKvsNZ Security reasons
#PAKvsAFG Haramkhor
#PAKvsNAM Deal cancel
Aj #NZvsENG 2019 final revenge
Kal #PAKvsAUS Mike Hussey k sixers Ajmal ko
Just wow 😁"
2021-11-10 17:41:40+00:00,,Sandip Herma,"Neither #INDvsPAK nor #AUSvsENG ....
Both are overrated.😏

#NZvENG is now the latest excitement.

Best wishes to #NewZealand for final.
#T20WorldCupFinal https://t.co/9XKY6M3Mj2"
2021-11-10 17:40:21+00:00,,Göpî,@ICC Perfect payback by @BLACKCAPS to @ECB_cricket from #lords to #AbuDhabi #ENGvsNZ Waiting for another perfect moment of payback #IndVsPak Expecting exciting final #AusvsNz #T20WorldCup
2021-11-10 17:31:32+00:00,,Lakshay Taneja,#ENGvsNZ is new #Indvspak.
2021-11-10 17:27:42+00:00,,Keerthi siva murugan,"Is #ENGvsNZ the new #INDvsPAK??
It sure feels like it! #T20WorldCup21"
2021-11-10 17:26:33+00:00,,Sammed16,#ENGvsNZ is what we expect from #indvspak 😬
2021-11-10 16:02:59+00:00,,Ritik Gautam Mishra,@subhojitmac77 @ANI This happens when you loose 5 figures in a IndVsPak match....
2021-11-10 15:00:56+00:00,,Graphik Kala,"Live the game!!! 
#ENGvsNZ #motogp #t20worldcup #cricket #icc  #cricketfans #indiancricket #worldcup #cricketlovers #viratkohli #rohitsharma #indvspak #graphikkala #graphicdesigner #digitalmarketing #seo #socialmediamarketing #digitalplatform https://t.co/WIARiaxUQa"
