Created_at,Place,User,Text
2021-11-10 14:48:12+00:00,,venkateswarlu,"@C4CRICVENKATESH 
@iShaheenAfridi teasing rohith sharma and virat kohli dismissal....this is perfect example that empty utensils make more sounds....#India #indvspak #indiancricket #Pakistan #ViratKohli #RohitSharma #T20WorldCup #T20WorldCup21 
https://t.co/meEeh1cNkq"
2021-11-10 14:41:39+00:00,,Black Spider🕷🕸,"And India knocked out just because of Pakistan✌
There is no rocket science in it😂
#IndVsPak #MathewHayden 
@vikrantgupta73 https://t.co/iuRyVsYEIv"
2021-11-10 14:23:50+00:00,,Shivam Rai,"@Itse4elhaam @balajip767 Because India mercifully refuse to defeat your country in bilateral series. Nhi to bhai baat maan le Kohli ko Paytm trophy series me harana namunkin h. Jaa khush 87-70 leke
#india  Wait for next #indvspak match and 13-1 report card"
2021-11-10 14:10:30+00:00,,M_Zeeshan Siddique,@ICC #IndVsPak walk over 😜
2021-11-10 13:48:30+00:00,,Alok Nautiyal,"Post a cricket picture you will remember for the rest of your life. Reply or quote tweet.

Mine: 2003 #indvspak https://t.co/yUONf3BQj8 https://t.co/XP7d6hStuE"
2021-11-10 13:09:35+00:00,,Ankit Soni,"@crickohli18_ @india_fantasy He bowled superbly, no doubt. But mocking players and enacting them doesn't make you great. He should learn this from the great Wasim Akram &amp; Waqar Younis.
Aggression is good but mocking isn't.
#indvspak #indiaVsPakistan"
2021-11-10 11:49:14+00:00,,Dr V N Jha,"#WCT20 IndvsPak.
@DelanoDSouza  views on charging some under sedition were not because of cheering Pak; but chanting anti-India slogans and singing Paki national anthem after Indian loss.
Many of us view @FRANCE24 with respect. 
Please refrain from calling such guys on your pgms. https://t.co/CdN576Mq79"
2021-11-10 10:46:59+00:00,,Magician Exposed,"@nailainayat #PakistanMap @9 #Kashmir #PakistanNews  #IndVsPak..

Please flash Correct Map.. 😜😜 https://t.co/N68586D2pp"
2021-11-10 10:03:34+00:00,,Thakur,@BCCI @ImRo45 @imVkohli is no more a captain But not choosing him as a batsman in squad against NZ is a very worst decision by our selectors. A senior player should be in team who can control the match if we lost 2-3 wickets early and manage the game as we see in IndvsPak match #WorstDecision
2021-11-10 07:01:14+00:00,,CricTelegraph,"India vs Pakistan match in T20 World Cup 2021 becomes the most viewed T20I match in the history - 167 million.

#T20WorldCup2021 #INDvsPAK #BabarAzam #ViratKohli https://t.co/xadyJKDqTC"
2021-11-10 06:30:18+00:00,,Jordan Hurr,"Style Is A Way To Say, Who You Are Without Having To Speak!

#jordan #jordanwrestler #pakistaniwrestler #jordanhurr #REW #easternchampion #IndvsPak https://t.co/7k9vf0COCT"
2021-11-10 04:24:31+00:00,,Anurag Setia,This #ICCT20WorldCup campaign for #TeamIndia felt very much like #ICCWC2007 campaign under Rahul Dravid. We have made it to the knockouts for @ICC tournaments since. I guess this model of starting with #INDvsPAK has stopped working for us. Works for @ICC
2021-11-10 03:22:37+00:00,,Gaurav Duhlani,@CrushBo53159788 @Shebas_10 Let me remind you that there are other teams as well apart from NZ and pak. IndvsPak is always a high pressure match. Still he has made high scores as well in these matches. Everyone fails sometime in their life. But still indian players don't ever give up.They fight till the end
2021-11-09 21:34:34+00:00,,Shivani 🥀,"@SagarRathore_ Sagar I swear I was gonna tell u this from long back itself..like from 1st IndvsPak match

Bt I stopped myself thinking what if u don't like..?

Bt u look so much like babbar Azam
Also ur this profile pic, resembles him..!
Ur eyes, face structure is quite similar

😂😂"
2021-11-09 20:13:52+00:00,,Once 93000 dined in India,"@tosaiprakash @cricketpakcompk On #IndvsPak match day, #Pakistan got $3 billion from Saudi Arabia and Pakistani rupee appreciate from 175 to 170 but survive only for 10 days . .. and as they are obsessive about Toilets , if whole Pakistan start working in Indian toilets , pak will be debt free in 2 years"
2021-11-09 18:06:43+00:00,,Jaydeep Nilesh Patel,"People say twitter comments are depressing. WTF are you talking about, Go to the comment sections of #T20WorldCup #IndvsPak and voila funny content is available like sooyavansham and setmax.
Oh Twitter.. Twitter…@Twitter 
#CricketTwitter"
2021-11-09 17:50:09+00:00,,Maryam Mustafa 🇵🇸,"I have a quiz tomorrow and mids in just a week and here i am re-watching #IndvsPak #t20worldcup2021 .
The cricket obsession is real!!"
2021-11-09 17:46:08+00:00,,Harsh,"@be_like_hanna @Sachin_Kamath09 @nabeel_zaman18 @ICC @EmergingCricket Theek se compare krna bro. 🙄
Aur apne zimbabve k 100-200 match mt bhulna
#IndvsPak https://t.co/SygXwE41HG"
2021-11-09 16:45:12+00:00,,Ishfaq Bashir,"@ahmersatti90 Picture of the day 😅

#IndvsPak #PakVsIndia #T20WorldCup #cricket #PAKvIND https://t.co/mQ1kIjZYo8"
2021-11-09 16:43:49+00:00,,Tera Jawai,"@HipoFaarRahaHai @wasimakramlive Talk about this too in the recent #IndVsPak and #IndVsAfg game..

Politicians, cricketers and journalists said this.

👉Kaafir ke haar huyee
👉Victory of all the muslims
👉Hinduyon ke beech Namaz padee
👉India paid Afghanistan to lose

So fringe elements are on both the sides."
2021-11-09 15:41:27+00:00,,Sai Manoj Varma,"@Arslan1421 @SalmanTheKing_ @thatjulykid I have empathy towards pak players who played really well but trollers like you damagw their image here
When 152/0 is a record for now by you..I will show the same
Ye bhul gya??? 1 man 10 wickets of pak
..#IndvsPak  #India https://t.co/SjpzbiujwP"
2021-11-09 14:36:12+00:00,,G Krishnan,"Even an Australian admits that #IndvsPak is above #TheAshes. @HaydosTweets frank in this chat in @dailytelegraph with @craddock_cmail 
#PakvsIndia #AUSvENG #ENGvAUS #Hayden https://t.co/Eaw7xcquj3"
2021-11-09 14:33:22+00:00,,Mirza Baig,"This is India against Pak and NZ. Comprehensively beaten. 

#T20WC2021 #IndvsPak #IndvsNZ #cricket https://t.co/zKgYwIyeun"
2021-11-09 14:00:01+00:00,,Economic Times,"The ICC #T20WorldCup match between arch-rivals #India and #Pakistan has become the most watched international T20 game ever, according to broadcaster Star &amp; Disney India. #IndvsPak
https://t.co/55fWhROEYZ"
2021-11-09 13:41:21+00:00,,Marketing Mind,"The 2016 T20 World Cup semi-final between India and the West Indies was the previous most watched T20I game, with a reach of 136 million viewers.

#MarketingMind #IndVsPak https://t.co/WomBgVda2E"
2021-11-09 13:10:39+00:00,,Janagesh,"According to sources, India 🇮🇳 VS Pakistan 🇵🇰 match in T20 World Cup 2021 becomes the most viewed T20I match in the history.
1️⃣6️⃣7️⃣ Millions Viewership 🔥
#T20WorldCup #INDVSPAK https://t.co/wzN7zLrxPo"
2021-11-09 11:31:39+00:00,,A̶n̶i̶k̶a̶ ̶S̶e̶t̶u̶,"this reality of pakistan 

#IndvsPak #ChinaExposed #Kashmir #IbrahimIsKashmir #IndvsNam #PoonamPandey #Pakistan https://t.co/TvciKN2ZOz"
2021-11-09 11:27:59+00:00,,ARMED/FORCES,"LOOK AT THEIR  STRONG BONDING !👇
After #China , #Pakistan also refused to #India 's invitation for a regional security dialogue on #Afghanistan.

#IndvsPak #ChinaExposed #Dawood #DevendraKaDhamaka #Kashmir #Srinagar #IbrahimIsKashmir #IndvsNam #PoonamPandey #SamBombay https://t.co/sygzxMIHiy"
2021-11-09 11:19:52+00:00,,🅗︎🅐︎🅨︎🅐︎ 🅑︎🅐︎🅚︎🅗︎🅣︎,"Arch-rivals India and Pakistan's clash in T20 World Cup 2021 is the most viewed T20I on Television.

#IndvsPak #PAKvIND #ViratKohli #BabarAzam 
#T20WorldCup #Pakistan #india https://t.co/z6BPFDtudu"
2021-11-09 11:13:52+00:00,,Rhythm,"So @shoaib100mph , Planning to sell your undergarments or what? I Think your have a genetic mutation that instead of brain you have d••k in your head.🤪😂
@harbhajan_singh what your take on this?
#ShoaibAkhtar #harbhajansingh #IndvsPak #T20WorldCup21 https://t.co/6MgwtJZ9Dn"
2021-11-09 11:05:30+00:00,,Inflics,"@iShaheenAfridi trolling @ImRo45, @klrahul11 and @imVkohli  
#T20WorldCup21 #IndvsPak https://t.co/4pU98kl3hK"
2021-11-09 10:59:26+00:00,,Divyanshi Rawat,"Look at their relationship!👇
#China and then #Pakistan refused to #India 's invitation for a regional security dialogue on #Afghanistan.

#IndvsPak #ChinaExposed #Dawood #DevendraKaDhamaka #Kashmir #Srinagar #IbrahimIsKashmir #IndvsNam #PoonamPandey https://t.co/ocoMBesaop"
2021-11-09 10:55:29+00:00,,Zenminds Sports Media Center,"As per Star's reports, the #IndvsPak match has recorded the highest views for a #T20I match surpassing the #IndvsWI, 2016 #T20Worldcup semifinals!

#t20worldcup2021 #India #Pakistan #Cricket #167million https://t.co/QUiwoHcj8b"
2021-11-09 10:45:37+00:00,,M $ããd🇵🇰,"Pakistan NRR in super 12 stage is 1.58 as a tribute to India's all out on  158 in CT 2017 Final.
#IndvsPak
#T20WorldCup21"
2021-11-09 10:36:23+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='22aecab5acddee3b', url='https://api.twitter.com/1.1/geo/id/22aecab5acddee3b.json', place_type='city', name='Chandigarh', full_name='Chandigarh, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[76.7038129, 30.665455], [76.8492359, 30.665455], [76.8492359, 30.795316], [76.7038129, 30.795316]]]), attributes={})",Faheem Ud Din Dar (فَہیٖم اُل٘دیٖ٘ن ڈَاٰر),"@iamShaniera Consult @MirzaSania,she stood the same position on the day of #IndvsPak. Support the game, respect mastery of the game.Victory is just result of the play, it's not a measuring tool of patriotism and love. Support sports to entertain the moment. Spread love and respect the talent."
2021-11-09 10:26:41+00:00,,Ayaz khokhar//(Mannu)(danam )11 Nov 🎂//,"BREAKING NEWS!!!!
Pakistan Vs India T20 World Cup 2021 Match Has Became The Most Viewed T20I Match In Television History ❤️❤️ (167 Million Views!!! 😱) #IndvsPak https://t.co/79Lc98BUoz"
2021-11-09 10:20:33+00:00,,Anveshka Das,"But! to reach #Porkistan, #porkis will have to take a loan!
You must have taken the begging bowl with you, right?

#IndvsNam #IndvsPak #India #IndianCricketTeam 
#ThankYouViratKohli #DevendraKaDhamaka https://t.co/WkHCIVWgLu"
2021-11-09 10:16:36+00:00,,The Public News 24,"#IndvsPak 
Ind Vs Pak #T20WC2021: India lost the match against PAK, broke all viewership records https://t.co/DqMK2IHrBi
#ViratKohli #BabarAzam #KashmiriPandits #CBSE #RaqeshBapat
#RamCharan #actress"
2021-11-09 10:07:31+00:00,,The Assam Tribune,"The much-anticipated India-Pakistan match at the ongoing T20 World Cup clocked a record reach of 167 million viewers, making it the most viewed T20 International till date, the official broadcaster of the event claimed.

#TheAssamTribune #IndvsPak 

https://t.co/4atNbzA6uv"
2021-11-09 09:40:29+00:00,,Bibekananda Sahu,India vs Pakistan match in T20 World Cup 2021 becomes the most viewed T20I match in the history - 167 million. (Source - PTI) #T20WorldCup #T20WorldCup21 #IndvsPak #INDvPAK #INDIA #Pakistan
2021-11-09 09:37:25+00:00,,Kashmir NewsVille,"The much-anticipated #IndvsPak match at the ongoing #T20WorldCup clocked a record reach of 167 million viewers, making it the most viewed T20 International till date, the official broadcaster of the event claimed. https://t.co/CHJYdD4YYG"
2021-11-09 09:27:14+00:00,,Bablu yaduwanshi,"I will miss @yuzi_chahal  in t20 world cup
#T20WorldCupsquad 
#T20WorldCup21 
#BCCI #IndianCricketTeam #IndvsPak"
2021-11-09 09:12:34+00:00,,Daily Scoop TV,"The India-Pakistan T20 World Cup match on November 24 in Dubai set a new record for viewership with 167 million viewers, making it the most watched.
#DailyScoopTV #Pakistan #IndvsPak #ViratKohli #BabarAzam #T20WorldCup21 #Cricket #PakistanCricket https://t.co/PgLWMfUL0Q"
2021-11-09 09:09:18+00:00,,Gautam Maity,"@cricketpakcompk Feeling very satisfied. After all tum logo ko humne bhik mein jeet de di. 🤣🤣
#IndvsPak #T20WorldCup21 #pakibeggars"
2021-11-09 09:03:39+00:00,,Avinash Dabhade,India vs Pakistan match in T20 World Cup 2021 becomes the most viewed T20I match in the history - 167 million. #IndvsPak #Cricket
2021-11-09 08:58:02+00:00,,MAYANK TALKS,"@klrahul11 @imVkohli Would have been a completely different #t20WC campaign for #Ind @klrahul11 had Richard Illingworth, Third Umpire for #IndvsPak Match correctly called No Ball on the delivery you got out given the Form you came into this WC with. @BCCI ask @ICC why such Poor umpiring in WC match? https://t.co/mt91cRuSYD"
2021-11-09 08:37:50+00:00,,X Æ A-12,"timesofindia: #India - #Pakistan @T20WorldCup match most viewed T20 International, claims broadcaster

READ: https://t.co/JRFyiJ7zlL 

#INDvPAK #INDvsPAK https://t.co/Kfzx9PHW5Z"
2021-11-09 08:34:59+00:00,,myKhel.com,"India-Pakistan WC match most viewed T20 International: StarSports 

#T20WC2021 #T20WorldCup #INDvPAK #PAKvIND #PAKvsIND #INDvsPAK #Cricket https://t.co/jk3OOGQdss"
2021-11-09 08:31:46+00:00,,Sachin Ghasil 🇮🇳,"India vs Pakistan match in T20 World Cup 2021 becomes the most viewed T20I match in the history of Cricket viewership - 167 million. (Source - PTI)
#IndvsPak #Cricket #T20WorldCup #IndianCricketTeam #indiancricket"
2021-11-09 08:20:25+00:00,,AMAN GOYAL 🇮🇳,"India vs Pakistan match in T20 World Cup 2021 becomes the most viewed T20I match in the history - 167 million. (Source - PTI)

#T20WorldCup #IndvsPak"
2021-11-09 08:10:50+00:00,,The Times Of India,"#India - #Pakistan @T20WorldCup match most viewed T20 International, claims broadcaster

READ: https://t.co/Q2jHJF7GIF 

#INDvPAK #INDvsPAK https://t.co/KJRbt04GlE"
2021-11-09 08:06:48+00:00,,TOI Sports,"#India - #Pakistan @T20WorldCup match most viewed T20 International, claims broadcaster

READ: https://t.co/uorQQ92aC8 

#INDvPAK #INDvsPAK https://t.co/KPFvdcPqu2"
2021-11-09 08:05:17+00:00,,CricketNDTV,"India vs Pakistan match at the 2021 #T20WorldCup registered a record reach of 167 million viewers, making it the most viewed T20I till date, the official broadcaster of the tournament said

#INDvPAK #INDvsPAK

https://t.co/rg5vf8ktoE"
2021-11-09 08:04:40+00:00,,Firstpost Sports,"The match clocked a record reach of 167 million viewers while the T20 World Cup in itself registered a cumulative reach of 238 million till last week, official broadcaster Star India said in a release

#T20WorldCup #IndvsPak

https://t.co/W8RXDpFnq4"
2021-11-09 07:57:45+00:00,,CricketCountry,"#t20 The @T20WorldCup registered a cumulative reach of 238 million till last week which included the Qualifiers and first 12 games of Super 12 stage. @BCCI @TheRealPCB @ICC 
#T20WorldCup #T20WorldCup21 #IndvsPak  #ViratKohli #BabarAzam #Cricket #ICC 
https://t.co/0YOGjAsLmH"
2021-11-09 06:43:27+00:00,,Deep,"We want india Vs Pakistan five t20i matches series.if you agree retweet
 #INDVSPAK"
2021-11-09 06:20:00+00:00,,InsideSport,"#T20WorldCup #INDvsPAK 

Star India declares India vs Pakistan match breaks all viewership records, becomes most watched T20 match ever;

Check Out ⤵️ https://t.co/RR9NuMdaFs"
2021-11-09 06:16:55+00:00,,Hari Krishna,"When it mattered most,both KL Rahul &amp; Rohit Sharma together scored 35 runs, hope you got it 🙂                                 #indvspak.&amp; #indvsNz https://t.co/fwPSMqc9qB"
2021-11-09 05:34:22+00:00,,MrRajveer,After loss #indvspak #INDvsNZ  we want t20 series against both team #triseries #WCT20 #ViratKohli #RohitSharma  #indiacricket
2021-11-09 05:08:18+00:00,,سدوزئی,@ICC KL Rahul's wicket in #INDvsPak match was surely the best moment and you may include that one also as an option 🥰
2021-11-09 05:07:09+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='159a141cad06f102', url='https://api.twitter.com/1.1/geo/id/159a141cad06f102.json', place_type='admin', name='Madhya Pradesh', full_name='Madhya Pradesh, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[74.030686, 21.073255], [82.809772, 21.073255], [82.809772, 26.868535], [74.030686, 26.868535]]]), attributes={})",🇮🇳OMKAR YADAV🕊️,"Definition of Kafir
#IndvsPak
https://t.co/3oMjLDIgDt"
2021-11-09 04:42:26+00:00,,Johan Jacob,@krishg1990 We don't have that wrist spinner and finger spinner combo.We don't use chahar properly. Debut for Varun in Wc in high voltage Indvspak match and it backfired.
2021-11-09 03:55:38+00:00,,ArMan Alie,"India Strongly Came back #Mumbaiairport 😁 #INDvNAM
#TeamIndia #IndvsPak https://t.co/sq4mbuO80b"
2021-11-09 02:57:28+00:00,,𝗪𝗮𝗵𝗮𝗯➪𝐅𝐚𝐧𝐠𝐢𝐫𝐥💗,@pdstar37 @iihtishamm Feeling sad for you and at the same time feeling bad for you gham abi taza hai #IndvsPak #IndiaVsNewZealand baad Mai ana phr bat Karen gay ENDIA ✨
2021-11-09 02:33:51+00:00,,Shamim,@BCCI Doing the impossible task and win the whole thing like champion. Truly never expect something like that. But this is what makes this game more interesting. You never know what happen next untill you watch it till the end. #T20WorldCup #IndVsPak
2021-11-09 01:39:19+00:00,,Fawwad Inam,"@imVkohli All things aside, as a Pakistani my heart feels heavy right now. WC won’t be the same without team India, it’s as if a family member is going back and you don’t want them to leave so early☹️ Hoping for more #IndvsPak matches in future!❤️#IndvsNam #ThankYouViratKohli https://t.co/xBSqE4YTvB"
2021-11-09 00:35:34+00:00,,Chelsea8isgr8,@imzargar @vishal_vinu @SajSadiqCricket You have to have money to win it with money right? 🙈 #indiancricket #IndvsPak
2021-11-08 22:46:21+00:00,,The cricket guru!,"Who will lift the #ICCT20WorldCup trophy?
@TheRealPCB @ECB_cricket @CricketAus @BLACKCAPS 
#nzvseng #ENGvsNZ #pakvsaus #AUSvsPAK #PakVsInd #IndvsPak #SemiFinals #finals"
2021-11-08 20:24:50+00:00,,Coolsmedia,"Who is better?
Please vote here..

#icc #T20WorldCup #Cricket #cricketpoll #coolsmedia #IndvsPak
#sports"
2021-11-08 20:20:28+00:00,,Tommoy Kundu,"The most successful team in the IPL is #MumbaiIndians. Mumbai Indians always have 6 #bowlers.
Why did the #Indian team play 5 bowlers against Pakistan?

@BCCI @BCCIdomestic @imVkohli @cricketcomau @StarSportsIndia  @ImRo45  @RaviShastriOfc @SGanguly99 
 #ICCT20WorldCup #IndvsPak"
2021-11-08 20:19:00+00:00,,Arooba🇵🇰عروبہ(Wasu🎂),In #Shaneramzan2022 I am imagining @WaseemBadami asking the participents in quiz segment about #T20WorldCup2021 and #indvspak Match...Haina WB asa hony wala haai na InshAlllaah😂❤️‍🔥
2021-11-08 20:07:00+00:00,,yeestreat,"@imVkohli All things aside, as a Pakistani my heart feels heavy right now. WC won’t be the same without team India, it’s as if a family member is going back and you don’t want them to leave so early☹️ Hoping for more #IndvsPak matches in future!❤️#IndvsNam #RaviShastri #ThankYouViratKohli https://t.co/7vz3EtQOKE"
2021-11-08 20:05:54+00:00,,yeestreat,"@VVSLaxman281 All things aside, as a Pakistani my heart feels heavy right now. WC won’t be the same without team India, it’s as if a family member is going back and you don’t want them to leave so early☹️ Hoping for more #IndvsPak matches in future!❤️#IndvsNam #RaviShastri #ThankYouViratKohli https://t.co/geyPsqHYoM"
2021-11-08 20:04:26+00:00,,yeestreat,"@themave7 I know! But the wait’ll be worth it, nothing like a #indvspak match ☹️❤️"
2021-11-08 20:02:32+00:00,,yeestreat,"All things aside, as a Pakistani my heart feels heavy right now. WC won’t be the same without team India, it’s as if a family member is going back and you don’t want them to leave so early☹️ Hoping for more #IndvsPak matches in future!❤️#IndvsNam #RaviShastri #ThankYouViratKohli https://t.co/gl91yaR4EA"
2021-11-08 19:52:47+00:00,,yeestreat,"All things aside, as a Pakistani my heart feels heavy right now. WC won’t be the same without team India, it’s as if a family member is going back and you don’t want them to leave so early☹️ Hoping for more #IndvsPak matches in future!❤️#IndvsNam #RaviShastri #ThankYouViratKohli"
2021-11-08 19:52:24+00:00,,Prishi kumar,@ICC @CricketAus Great to see international back in Pakistan  :) #Cricket  Brings back the nostalgic moments of historic #indvspak 2003-2004 tour. Happy news for the cricketing world
2021-11-08 19:22:22+00:00,,Armchair General,Tags: #indianavy #IndianArmy  #navyday #operationtrident #IndvsPak #1971war #insvikrant #karachi #1965war #pnsghazi #battletactics #IndianAirForce #IndianNavy #indiannavyday #operationpython #karachiburns
2021-11-08 19:00:39+00:00,,Bollywoodheat,"As an Indian I request Vikrant sir @vikrantgupta73 to keep a check on this thing. Harbhajan has touched new lows on twitter in last two weeks and it's spilling over TV shows too. This tarnishes the image of dignified Indian 🇮🇳cricketers and fans. Enough is enough 
#IndvsPak https://t.co/JtitCQwhS4"
2021-11-08 18:46:02+00:00,,Sankha Subhra Chatterjee,"Hope  the future is bright for India!
#IndvsNam #ViratKohli #RaviShastri 
#RahulDravid #INDvsNZ
#INDvAFG #indiancricket
#IndvsPak
#RaviShastri #IndiaVsNewZealand #ViratKohli #IndianCricketTeam   #RohitSharma #ICC #Diwali  #BCCI #T20WorldCup #t20worldcup2021 #MSDhoni https://t.co/p7vqON1mRa"
2021-11-08 18:34:04+00:00,,Crickbox Gaming,What a Six !! @RealCricket20 #crickboxgaming #IndvsPak https://t.co/JjD2ILk8d2
2021-11-08 17:54:21+00:00,,Akdha ❤️ Raghvi,"Pay 6/7 times d rate of tv channels 4 the online content yet we can't even question look this is the viewership of the show so continue.
If @DisneyPlusHS can show views of IndVsPak match then y not 4 all d other contents?.
Y is it ok to betray ur audience?.#MehndiHaiRachneWaali"
2021-11-08 17:44:46+00:00,,DNA,"#IndiavsPakistan match in #T20WorldCup 2021 creates history, here's how

#INDvsPAK #India #Pakistan | @T20WorldCup 

https://t.co/yureTuPHs2"
2021-11-08 17:39:15+00:00,,§,"Probably the one and only best knock of @imVkohli and also among whole Indian Team in this #T20WorldCup #IndvsPak
#IndvsNam 
Champion for a reason! Kinguuu it will be remembered forever. https://t.co/3rZxKufQp2"
2021-11-08 17:38:40+00:00,,Vijay Anand E G,"#TeamIndia ends their #T20WorldCup with a consolation victory over Namibia. I think the way they handled the #INDvsNZ game, and not #IndvsPak, is what led to the downfall. #IndvsNam. All the best for #RahulDravid as new head coach. And would love to see #ViratKohli as a batsman."
2021-11-08 17:24:12+00:00,,Tahir,"Congratulations #India for winning the final match 👏 🙌 😂🤣

#TeamIndia 
#IndvsNam 
#IndvsPak 
#T20WorldCup21"
2021-11-08 17:16:52+00:00,,yeestreat,"All things aside, as a Pakistani my heart feels heavy right now. WC won’t be the same without team India, it’s as if a family member’s going back and you don’t want them to leave so early:/ Hoping for more #IndvsPak matches in future! #ICCT20WorldCup #INDvsNAM #captaincy"
2021-11-08 17:09:44+00:00,,Cricket+,Except for IndvsPak and NZvsPAK there has been no upsets this WC. #INDvsSCO
2021-11-08 16:59:41+00:00,,AFzal UsMani,"Bond exist on border not between humanity. You proved virat that is your heart is really ""VIRAT"" in this negative,hate, communal, politics
""DIVIDE AND RULE PERIOD OF TIME"" .
#T20WorldCup #India #IndvsPak https://t.co/9ics7A5qX1"
2021-11-08 16:57:19+00:00,,moneycontrol,"India-Pakistan match on Oct 24 was the most viewed #T20WorldCup game so far, reaching 167 million viewers on TV; recorded higher reach than the top five matches during #WorldT20 in 2016.

by @farooqui_maryam | #IndvsPak #Sports #Cricket 
https://t.co/62vRkN3337"
2021-11-08 16:39:05+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='003d5766281b4194', url='https://api.twitter.com/1.1/geo/id/003d5766281b4194.json', place_type='city', name='Lahore', full_name='Lahore, Pakistan', country_code='PK', country='Pakistan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[74.267586, 31.451222], [74.449387, 31.451222], [74.449387, 31.612417], [74.267586, 31.612417]]]), attributes={})",Niamat Azam🖋️,"Treat for eyes. ☺️🇵🇰🙏
#IndvsPak #T20WorldCup https://t.co/6JdXv02UgL"
2021-11-08 16:26:10+00:00,,naashonomics,#indvspak 'India-Pak match most viewed T20 game' #T20WorldCup #Australia vs #england final will see same eye balls #ashes  https://t.co/bFrjVNyMgF
2021-11-08 16:24:22+00:00,,super star krishna mahesh records,"#Maharshi 12th telecast gets 4.97 TRP

Very good trp considering it was aired against #IndvsPak #T20WorldCup match.

#MaheshBabu #SSMB #SarkaruVaariPaata #GeminiTV https://t.co/Q3oMStPWfT"
2021-11-08 15:30:00+00:00,,Zee News English,"#INDvsPAK match created history!
Know more: 

#T20WorldCup #India #Pakistan 

https://t.co/iC7uAsuXMM"
2021-11-08 15:21:08+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",Jiten Rathod,"@ANI @RaviShastriOfc , plz see face in mirror....u will see two major #IndvsPak loss and other tournament also.
And I m damn sure any matches won was bcoz of player efforts and not ur's."
2021-11-08 15:20:25+00:00,,Chaitu,Such a difference @ashwinravi99 would’ve made in #IndvsPak. All would’ve been in order then. Shot ourselves in the foot. #T20WorldCup
2021-11-08 15:19:08+00:00,,صفوان 🇵🇰,"Today Jadeja gave 4 on an overthrow vs Namibia.
Am Feeling for Akshay Kumar who wasn't present in the Stadium. 💔💔

#INDvNAM #IndianCricketTeam #India #IndvsPak"
2021-11-08 15:10:27+00:00,,🇮🇳🇦🇫Sanskriti,@mipaltan Indian fans bashing at #kohli as he didn't pick Ashwin in #IndvsPak https://t.co/dFuip0gt0t
2021-11-08 14:27:18+00:00,,Rishav Barnwal,"@Shon25275318 @kfir00976 @2451Naveen @7Cricket @WasimJaffer14 @siddhanth_17 Total war indvspak 1965,1971,1984,1999 Ind whitewashes all of them to pakistan and all pakistani officers got surrender https://t.co/Z3IwMGepwE"
2021-11-08 13:50:46+00:00,,Proud to be indian,"@BCCI They should have given chance to Ishan and other new player  in todays useless match..
India u score 300 or win in 3 overs all is useless today..
@StarSportsIndia #INDvsAFG #INDvNAM #IndianCricketTeam #IndvsNam #IndvsPak"
2021-11-08 13:13:02+00:00,,PSL Memes,"Was thinking about how they trolled Shaheen Afridi when Shabman Gill scored a century in 2017/18 u19 world cup semi final. 

Shaheen’s rise has been amazing, meets their senior team almost 4 years later and endorsed complete authority over their best batters.

AMAZING! #INDvsPAK"
2021-11-08 12:13:33+00:00,,Hitesh Patadiya,"@goeldfrozenfood @TeamIndia SPINACH CHEESE POCKET
#GOELDenMauka
#INDvsPAK
@goeldfrozenfood 

Because it's Mouth Melting Palak Cheese Pockets and It's Taste Amazing and It's Made from Natural Way and Its so yummy 😋"
2021-11-08 11:28:02+00:00,,Badass God,Will you vote Modi ! #IndvsNam #INDvsNZ #Modi #IndvsPak
2021-11-08 11:04:36+00:00,,Midhun M Menon,"Knocks my team out everytime in an ICC event. Good man.

#ICCT20WorldCup2021 #India #INDvsAFG #IndvsNam #INDvsNZ #IndvsPak https://t.co/x40LE5rtW6"
2021-11-08 11:00:17+00:00,,Anushree 🇮🇳,"**BIG NEWS FOR PAKISTAN** 
If they continue to provide support to terrorism, FATF will welcome them under Black List in Mar'22 which will lead to collapse of their nation. Mr. Fawad can then binge watch highlights of IndvsPak match sitting in Clifton beach with a begging bowl 😑 https://t.co/iZo3yjKtbB"
